city,state,age,dateMissing,state_code,city_code,cluster
TEHACHAPI,CA,28,19970428,5,1199,0
VICTORIA,TX,17,20250201,46,1269,0
POTOSI,MO,17,20250127,25,973,0
HANSON,MA,17,20250127,20,498,2
WOMELSDORF,PA,13,20250131,40,1340,0
JOLIET,IL,50,19810721,15,570,1
FALL RIVER,MA,15,20250116,20,382,2
COCONUT GROVE,FL,68,19740305,10,248,1
BRONX,NY,15,20241227,36,146,2
VERNON,AL,17,20250131,2,1268,0
PHILADELPHIA,PA,43,19851115,40,941,1
SUMMERDALE,AL,18,20250129,2,1181,0
MOBERLY,MO,17,20240430,25,768,0
LAVEEN,AZ,17,20250118,4,643,0
LANCASTER,CA,13,20241229,5,634,0
SCOTTSDALE,AZ,19,20060828,4,1116,0
PEORIA,AZ,16,20250131,4,933,0
PLEASANTVILLE,NY,15,20250128,36,956,0
BATON ROUGE,LA,17,20250118,19,74,2
HOUSTON,TX,16,20250131,46,541,2
REDDING,CA,17,20220211,5,1001,0
LOUISVILLE,KY,45,19830402,18,684,1
SANTA CLARA,CA,8,20200803,5,1097,0
VALRICO,FL,27,19971124,10,1258,0
BISMARCK,ND,15,20240928,30,106,2
MATTAPAN,MA,24,20140204,20,723,0
TUPELO,MS,45,19920827,27,1238,1
TEMPE,AZ,15,20250201,4,1201,0
ORANGE,CA,14,20241226,5,895,0
BROOKLYN,NY,17,20250128,36,147,2
MANASSAS,VA,16,20250125,48,706,2
FORT LAUDERDALE,FL,17,20250128,10,404,2
NASHVILLE,TN,17,20250121,45,814,2
SANTA CRUZ,CA,76,19570323,5,1099,1
LOS ANGELES,CA,7,20240508,5,682,0
LOS ANGELES,CA,57,19770720,5,682,1
CLEVELAND,OH,16,20241225,37,239,2
WOODLAND HILLS,CA,17,20241117,5,1344,0
OPELOUSAS,LA,14,20241231,19,892,0
CHESTER,VA,17,20250131,48,218,2
HALEIWA,HI,17,20250117,12,489,2
LEES SUMMIT,MO,17,20250124,25,651,2
PASADENA,TX,34,20070614,46,926,1
ANTIOCH,TN,15,20250114,45,40,2
LOS ANGELES,CA,55,19770720,5,682,1
MIDWEST CITY,OK,36,19970514,38,759,1
TUCSON,AZ,15,20230526,4,1233,0
INDEPENDENCE,MO,35,20021014,25,551,2
PHOENIX,AZ,50,19880727,4,942,1
LAS VEGAS,NV,15,20250117,35,638,2
MINNEAPOLIS,MN,17,20250105,24,763,0
CAMP PENDLETON,CA,26,20170115,5,175,2
MIDDLEBORO,MA,17,20250127,20,754,0
BLOOMINGTON,IN,16,20250129,16,113,2
QUARTZ HILL,CA,16,20250122,5,983,0
COMPTON,CA,8,20190709,5,257,2
MEMPHIS,TN,15,20241104,45,736,2
CHARLOTTE,NC,17,20250122,29,211,2
DUMFRIES,VA,16,20241201,48,324,2
COMPTON,CA,9,20190709,5,257,2
MARIETTA,GA,17,20250106,11,717,0
EDMONDS,WA,16,20241217,51,340,2
TALLAHASSEE,FL,17,20250116,10,1193,0
HOLLISTER,MO,35,20070827,25,530,2
ATLANTA,GA,13,20250121,11,54,2
AUBURN,WA,37,20060821,51,57,2
SEATTLE,WA,17,20250129,51,1119,0
CLEVELAND,OH,15,20250129,37,239,2
COMPTON,CA,10,20190709,5,257,2
DULUTH,GA,35,20071102,11,323,2
AUSTIN,TX,14,20250121,46,61,2
MESA,AZ,16,20241211,4,741,0
LACKAWANNA,NY,16,20250111,36,620,2
LOS ANGELES,CA,0,20241113,5,682,0
BUFFALO,NY,16,20241219,36,158,2
AUSTIN,TX,15,20250121,46,61,2
WASILLA,AK,14,20250118,1,1292,0
TROY,NY,17,20250120,36,1231,0
CITRA,FL,16,20250113,10,229,2
BUCKATUNNA,MS,18,20250124,27,156,2
WEST PALM BEACH,FL,17,20250122,10,1308,0
WATSONVILLE,CA,40,19971207,5,1297,0
LOS ANGELES,CA,15,20241113,5,682,0
THORNVILLE,OH,17,20241231,37,1212,0
NEWARK,DE,30,20100203,9,836,0
MC COOL JUNCTION,NE,17,20220720,31,727,2
EL MONTE,CA,17,20241211,5,344,2
CLEVELAND,OH,18,20241226,37,239,2
CHARLOTTE,NC,15,20250127,29,211,2
NEW YORK,NY,17,20240826,36,835,0
AMARILLO,TX,16,20250127,46,25,2
EL MONTE,CA,16,20241211,5,344,2
FINDLAY,OH,17,20250124,37,390,2
BARNEGAT,NJ,19,20230129,33,69,2
COLORADO SPRINGS,CO,14,20250120,6,253,2
WILMINGTON,DE,16,20241218,9,1332,0
DOVER,PA,16,20250126,40,315,2
STOCKTON,CA,8,20180104,5,1174,0
CLEVELAND,OH,17,20250112,37,239,2
CHULA VISTA,CA,8,20200117,5,225,2
COLORADO SPRINGS,CO,16,20250109,6,253,2
CHULUOTA,FL,18,20250113,10,226,2
SAN FERNANDO,CA,16,20110801,5,1078,0
LONG BEACH,CA,17,20180807,5,677,0
GREENEVILLE,TN,16,20240818,45,473,2
EASTON,PA,14,20250110,40,336,2
CULVER CITY,CA,15,20150728,5,286,2
RIVERSIDE,CA,11,20170125,5,1023,0
LEESBURG,VA,14,20170518,48,652,2
CHULA VISTA,CA,10,20200117,5,225,2
LONG BEACH,CA,14,20180807,5,677,0
CULVER CITY,CA,13,20150728,5,286,2
CHULA VISTA,CA,16,20200117,5,225,2
STOCKTON,CA,8,20180104,5,1174,0
PALMDALE,CA,15,20241224,5,916,0
SPRINGFIELD,MA,15,20240911,20,1165,0
SPOKANE,WA,34,20070813,51,1156,0
BUFORD,GA,16,20241229,11,160,2
SAN FERNANDO,CA,15,20110801,5,1078,0
LEESBURG,VA,11,20170518,48,652,2
LONG BEACH,CA,16,20180807,5,677,0
CULVER CITY,CA,11,20150728,5,286,2
RIVERSIDE,CA,8,20170125,5,1023,0
CHULA VISTA,CA,16,20200117,5,225,2
SYLVANIA,OH,17,20250106,37,1188,0
MARCO ISLAND,FL,69,19730416,10,715,1
PHILADELPHIA,PA,17,20241104,40,941,0
BURLINGTON,VT,62,19790301,50,166,1
SALT LAKE CITY,UT,23,20030525,47,1072,0
LOS ANGELES,CA,57,19750103,5,682,1
MITCHELL,SD,16,20250106,44,767,2
VAN BUREN,AR,42,19830609,3,1259,0
WORCESTER,MA,17,20250123,20,1349,0
HARTFORD,CT,33,20111021,7,500,2
MEMPHIS,TN,32,19960916,45,736,2
NATICK,MA,65,19770902,20,815,1
LOCKHART,TX,17,20250102,46,672,2
ATLANTA,GA,45,19960130,11,54,2
CLINTON,MO,54,19910404,25,242,1
DAYTON,OH,15,20241230,37,299,2
WELCH,OK,41,19991230,38,1302,1
TAMPA,FL,63,19781201,10,1196,1
TACOMA,WA,42,19991226,51,1190,1
ROCHESTER,NY,37,20070707,36,1028,1
MINNEAPOLIS,MN,51,19900826,24,763,1
PHOENIX,AZ,16,20250107,4,942,0
ARLINGTON,WA,71,19700916,51,46,1
WELCH,OK,41,19991230,38,1302,1
ANACORTES,WA,56,19860125,51,29,1
IMMOKALEE,FL,22,20090110,10,550,2
WYOMING,MI,17,20250115,23,1353,0
PUEBLO,CO,1,20240726,6,981,0
HOBBS,NM,17,20240424,34,527,2
ATLANTA,GA,17,20241023,11,54,2
ATLANTA,GA,14,20241228,11,54,2
BROOKLYN,NY,16,20250109,36,147,2
JUANA DIAZ,PR,41,20010210,41,577,1
ADDISON,TX,55,19880319,46,4,1
INDEPENDENCE,MO,54,19741110,25,551,1
SNELLVILLE,GA,16,20250106,11,1142,0
RAWLINS,WY,66,19740804,54,997,1
WEST SACRAMENTO,CA,42,19851102,5,1310,0
PHILADELPHIA,PA,17,20241224,40,941,0
NEWPORT BEACH,CA,78,19610821,5,838,1
LAWRENCEVILLE,GA,17,20241126,11,646,0
LOS ANGELES,CA,32,19970215,5,682,0
CENTRAL ISLIP,NY,18,20241225,36,199,2
NORTHPORT,AL,18,20240919,2,864,0
INDEPENDENCE,MO,51,19741110,25,551,1
DOWNERS GROVE,IL,61,19791106,15,316,1
ALTON,IL,15,20250108,15,23,2
FORT WORTH,TX,64,19741223,46,410,1
LUDINGTON,MI,14,20110629,23,689,0
SEATTLE,WA,69,19721213,51,1119,1
SPANISH FORK,UT,45,19950502,47,1152,1
FRESNO,CA,16,20250109,5,420,2
BROOKLYN,NY,22,20100122,36,147,2
ROSWELL,NM,17,20250120,34,1045,0
PHOENIX,AZ,17,20241120,4,942,0
CHESTER,IL,18,20250110,15,218,2
SOMERVILLE,MA,16,20250113,20,1145,0
SAN JOSE,CA,10,20210623,5,1081,0
SAN ANTONIO,TX,16,20250106,46,1073,0
SANTA FE SPRINGS,CA,17,20241203,5,1101,0
MINNEAPOLIS,MN,16,20241216,24,763,0
DENVER,CO,16,20241226,6,307,2
HOUSTON,TX,15,20241014,46,541,2
CLEVELAND,OH,17,20250114,37,239,2
SANFORD,FL,14,20250117,10,1094,0
LITTLE ROCK,AR,16,20250116,3,667,0
YONKERS,NY,13,20241129,36,1357,0
GREAT SMOKY MOUNTAINS,TN,62,19690614,45,471,1
VIRGINIA BEACH,VA,17,20250114,48,1274,0
BALTIMORE,MD,17,20250108,21,68,2
BURIEN,WA,14,20241214,51,163,2
KANSAS CITY,MO,14,20241230,25,586,2
POWELL,OH,2,20230131,37,977,0
SPRING HILL,TN,17,20250114,45,1161,0
SPRING VALLEY,CA,18,20240430,5,1163,0
BROOKLYN,NY,45,19911010,36,147,2
PINOLE,CA,44,19880603,5,948,1
LOUISVILLE,KY,16,20240908,18,684,0
WEBB CITY,MO,47,19920812,25,1300,1
GILMER,TX,50,19920105,46,446,1
PENSACOLA,FL,48,19920625,10,932,1
SACRAMENTO,CA,60,19800101,5,1052,1
FORT MYERS,FL,61,19810116,10,406,1
WILLIAMSBURG,VA,19,20140828,48,1324,0
DETROIT,MI,17,20140524,23,309,2
ERIE,PA,18,20240226,40,361,2
GREENWOOD,IN,6,20220305,16,478,2
GOLDEN,CO,13,20211106,6,454,2
OCALA,FL,61,19760722,10,878,1
LAS VEGAS,NV,14,20250111,35,638,2
TRENTON,NE,24,20190420,31,1229,0
BELLEVILLE,IL,49,19920218,15,85,1
LAS VEGAS,NV,16,20241231,35,638,2
SAN DIEGO,CA,54,19910618,5,1077,1
ERIE,PA,42,20020624,40,361,1
NEWTON,NH,60,19800322,32,840,1
MOSCOW MILLS,MO,45,19910725,25,793,1
DECATUR,IL,44,19851010,15,301,1
NEW BRITAIN,CT,16,20240417,7,826,0
BROCKTON,MA,52,19891114,20,144,1
BROOKWOOD,AL,52,19880702,2,148,1
NORTH CHESTERFIELD,VA,16,20250109,48,854,2
PLEASANTVILLE,NY,17,20250107,36,956,0
WILLIAMSBURG,VA,21,20140828,48,1324,0
HONOLULU,HI,49,19880211,12,538,1
DETROIT,MI,11,20140524,23,309,2
BOERNE,TX,15,20250109,46,119,2
DAINGERFIELD,TX,49,19900905,46,290,1
FAYETTEVILLE,NC,37,20050430,29,385,2
FORNEY,TX,16,20241230,46,401,2
TYLER,TX,37,19910327,46,1244,1
CARSON CITY,NV,17,20240827,35,185,2
PLEASANTVILLE,NY,17,20250115,36,956,0
PORTLAND,OR,44,19900914,39,970,1
SAINT CHARLES,MO,45,19880608,25,1055,1
NORTH LAS VEGAS,NV,42,19860802,35,857,1
PHILADELPHIA,PA,17,20250113,40,941,0
COLORADO SPRINGS,CO,50,19900706,6,253,1
UPLAND,CA,48,19880120,5,1252,1
BEMIDJI,MN,18,20211022,24,89,2
SAN DIEGO,CA,10,20190112,5,1077,0
NEW PORT RICHEY,FL,19,20140512,10,833,0
BRENTWOOD,CA,14,20241129,5,140,2
SOUTH LAKE TAHOE,CA,43,19851109,5,1150,0
CHICAGO,IL,4,20211115,15,219,2
JAY,ME,56,19860511,22,565,1
ORACLE,AZ,56,19790407,4,894,1
BATH,MI,52,19900422,23,73,1
SAN TAN VALLEY,AZ,15,20240713,4,1091,0
FORT WALTON BEACH,FL,48,19900201,10,409,1
SISTERS,OR,48,19900710,39,1137,1
NEW YORK,NY,52,19790525,36,835,1
ARANSAS PASS,TX,49,19890806,46,43,1
SAN DIEGO,CA,13,20190112,5,1077,0
NEW PORT RICHEY,FL,18,20140512,10,833,0
BRENTWOOD,CA,13,20241129,5,140,2
HALLSVILLE,TX,48,19890520,46,493,1
DELAND,FL,63,19770621,10,305,1
NEW PORT RICHEY,FL,16,20140512,10,833,0
OAKLAND,CA,52,19900316,5,876,1
STATEN ISLAND,NY,52,19830814,36,1169,1
MEXICO,MO,17,20241126,25,744,0
LYNBROOK,NY,56,19840612,36,695,1
HEMPSTEAD,NY,16,20241220,36,510,2
COLUMBUS,GA,14,20250101,11,256,2
QUEEN CREEK,AZ,18,20220315,4,984,0
PHOENIX,AZ,17,20241219,4,942,0
WALLINGFORD,CT,49,19880615,7,1283,1
MILWAUKEE,WI,18,20241207,52,762,2
HOMEDALE,ID,16,20241013,14,534,2
YPSILANTI,MI,54,19831015,23,1363,1
NEW YORK,NY,37,19890518,36,835,1
BRADENTON,FL,17,20250109,10,134,2
DONALSONVILLE,GA,39,19870724,11,314,2
RIO COMMUNITIES,NM,56,19880920,34,1017,1
LANCASTER,CA,37,19890302,5,634,0
GREENEVILLE,TN,15,20241116,45,473,2
SAN BERNARDINO,CA,16,20241210,5,1075,0
HOUSTON,TX,45,19850110,46,541,1
TAMPA,FL,57,19841027,10,1196,1
GARY,IN,17,20250112,16,437,2
UNIONVILLE,TN,21,20120923,45,1250,0
STATEN ISLAND,NY,51,19810715,36,1169,1
ALTON,IL,17,20241231,15,23,2
JACKSON,MI,53,19840810,23,562,1
HILTON HEAD,SC,54,19861129,43,525,1
CHICAGO,IL,36,19960705,15,219,2
BROCKTON,MA,16,20241112,20,144,2
BRIDGETON,NJ,10,20190916,33,142,2
LONGVIEW,WA,48,19850515,51,679,1
SPRING CITY,PA,41,19881004,40,1160,1
PHILADELPHIA,PA,17,20231101,40,941,0
SACRAMENTO,CA,22,20110404,5,1052,0
HAYWARD,CA,46,19881119,5,503,1
BROOKLYN,NY,39,19851021,36,147,2
MONUMENT,CO,32,20010101,6,784,0
STOW,MA,55,19850813,20,1176,1
HOUSTON,TX,46,19850110,46,541,1
MANCHESTER,NH,58,19800427,32,707,1
DAYTON,NV,16,20241221,35,299,2
RIVERTON,WY,56,19800912,54,1024,1
WINCHESTER,VA,15,20241122,48,1334,0
BIG SANDY,TX,43,19860402,46,99,2
GREENVILLE,AL,53,19840606,2,476,1
CLAIRTON,PA,57,19811105,40,232,1
UNIONVILLE,TN,19,20120923,45,1250,0
BRONX,NY,44,19850625,36,146,2
NEW YORK,NY,62,19761006,36,835,1
KILLEEN,TX,45,19890514,46,599,1
LAUDERHILL,FL,48,19800520,10,640,1
HALF MOON BAY,CA,57,19730116,5,490,1
FOREST PARK,GA,18,20250107,11,399,2
TYRONE,PA,66,19650318,40,1245,1
CHICAGO,IL,39,19960705,15,219,2
SACRAMENTO,CA,18,20110404,5,1052,0
NEW YORK,NY,53,19830918,36,835,1
ERIE,PA,15,20250113,40,361,2
BEDFORD,IA,64,19751005,13,81,1
MONUMENT,CO,29,20010101,6,784,0
RIVERTON,WY,54,19800912,54,1024,1
SACRAMENTO,CA,16,20110404,5,1052,0
LAS VEGAS,NV,53,19781025,35,638,1
MORENCI,MI,23,20101126,23,786,0
ERATH,LA,17,20241216,19,360,2
BRONX,NY,48,19850812,36,146,1
OWENSBORO,KY,55,19860706,18,906,1
WICHITA,KS,17,20241119,17,1322,0
OLATHE,KS,17,20241102,17,886,0
HOUSTON,TX,17,20250109,46,541,2
FAIRFAX,VA,24,20090822,48,376,2
KANSAS CITY,MO,17,20241230,25,586,2
NASHVILLE,TN,59,19811231,45,814,1
COLUMBUS,OH,17,20241230,37,256,2
MORENCI,MI,21,20101126,23,786,0
MORENCI,MI,19,20101126,23,786,0
PALM BEACH GARDENS,FL,3,20220815,10,913,0
KIRBY,WV,35,19940501,53,604,2
LANCASTER,CA,13,20241018,5,634,0
FAIRFAX,VA,25,20090822,48,376,2
WHITEHALL,OH,16,20241109,37,1319,0
KODIAK,AK,43,19980719,1,608,1
SPARTANBURG,SC,15,20250102,43,1154,0
UNION CITY,TN,42,19870416,45,1249,1
DENVER,CO,57,19840716,6,307,1
TEMPLE,TX,51,19850714,46,1202,1
COLUMBUS,OH,14,20240719,37,256,2
PHOENIX,AZ,3,20231225,4,942,0
PEARCE,AZ,46,19930523,4,930,1
NORMAN,OK,56,19831002,38,850,1
MEDIA,PA,65,19750517,40,734,1
CHANDLER,AZ,13,20241224,4,206,2
PHILADELPHIA,PA,55,19850423,40,941,1
TARENTUM,PA,54,19820114,40,1197,1
GLENDALE,AZ,17,20241215,4,449,2
LEBANON,IN,55,19810829,16,650,1
CEDAREDGE,CO,62,19810210,6,195,1
HEPHZIBAH,GA,13,20241213,11,514,2
BRIDGETON,MO,17,20241127,25,142,2
BENSALEM,PA,56,19830307,40,91,1
BOSTON,MA,57,19761220,20,128,1
RUNNING SPRINGS,CA,45,19940626,5,1049,1
TOLLESON,AZ,16,20241210,4,1221,0
LEXINGTON,NC,57,19810318,29,657,1
SAN ANTONIO,TX,53,19880227,46,1073,1
MARATHON,FL,63,19740903,10,714,1
GALLUP,NM,48,19860406,34,431,1
CALUMET CITY,IL,16,20241204,15,171,2
WILLISTON,ND,59,19810411,30,1327,1
CHICAGO,IL,19,20210315,15,219,2
NORMAN,OK,57,19831002,38,850,1
BLACKLICK,OH,17,20241229,37,108,2
EXETER,NH,49,19841113,32,372,1
COLUMBUS,OH,12,20240719,37,256,2
NORFOLK,NE,47,19870814,31,849,1
COCOA BEACH,FL,61,19770428,10,247,1
PERRIS,CA,16,20230707,5,934,0
NEW COLUMBIA,PA,40,19861012,40,828,1
LIVONIA,MI,34,19941211,23,671,1
TARENTUM,PA,53,19820114,40,1197,1
CLYDE,TX,16,20241211,46,245,2
PORT SALERNO,FL,41,19930711,10,967,0
PHOENIX,AZ,17,20250108,4,942,0
MERCED,CA,17,20230407,5,739,0
KOSSE,TX,44,19830325,46,609,1
STOCKTON,CA,59,19810802,5,1174,1
ARCADIA,FL,31,19940811,10,44,2
NOVI,MI,60,19820520,23,868,1
GARY,IN,1,20240525,16,437,2
EVERETT,WA,33,20090509,51,368,2
WEST PALM BEACH,FL,16,20241231,10,1308,0
QUEEN CREEK,AZ,17,20250107,4,984,0
SAN MARCOS,CA,31,20091126,5,1085,0
SECTION,AL,29,20070621,2,1120,0
SHOSHONE,ID,30,19970223,14,1132,0
BIG BEAR LAKE,CA,38,19950806,5,97,2
CLEVELAND,OH,16,20241122,37,239,2
SAN DIEGO,CA,43,19961205,5,1077,0
PHOENIX,AZ,51,19901013,4,942,1
GOODLETTSVILLE,TN,32,19960725,45,459,2
NEEDLES,CA,43,19950728,5,818,1
SACRAMENTO,CA,18,20090926,5,1052,0
NORTH LAUDERDALE,FL,63,19790707,10,858,1
SANTA FE,NM,14,20241224,34,1100,0
DEL HAVEN,NJ,44,19911125,33,303,1
SAN JUAN,,17,20250102,0,1082,0
GREAT FALLS,MT,39,19960206,28,470,1
NEW YORK,NY,54,19830225,36,835,1
COLUMBIA,SC,17,20241230,43,254,2
OKLAHOMA CITY,OK,56,19810925,38,884,1
GARY,IN,15,20240525,16,437,2
COLUMBUS,OH,31,19970311,37,256,2
GLENDORA,CA,43,19960329,5,450,1
PHOENIX,AZ,15,20250104,4,942,0
MODESTO,CA,18,20240623,5,772,0
EL MONTE,CA,55,19851123,5,344,1
GUAYANILLA,PR,36,19980620,41,483,2
MIAMI,FL,16,20241215,10,746,0
AGUA PRIETA,,33,19950422,0,7,2
OKLAHOMA CITY,OK,56,19810925,38,884,1
GLEN BURNIE,MD,18,20240624,21,448,2
DES MOINES,IA,54,19840812,13,308,1
GOOSE CREEK,SC,42,19970330,43,460,1
BOLINGBROOK,IL,42,19960131,15,121,2
PHOENIX,AZ,46,19920526,4,942,1
ANNA,IL,15,20250108,15,35,2
SACRAMENTO,CA,42,19990525,5,1052,0
BLAIRSVILLE,PA,53,19870726,40,111,1
RISING SUN,IN,27,20020419,16,1020,0
PASADENA,TX,31,19990527,46,926,0
OTTAWA LAKE,MI,47,19940527,23,904,1
SANTA ANA,CA,16,20080725,5,1095,0
BEMIDJI,MN,45,19820930,24,89,2
FULTON,MS,37,20000411,27,425,2
PARKER,CO,39,19850811,6,922,0
KANSAS CITY,MO,31,19931216,25,586,2
BLUE SPRINGS,MO,17,20241220,25,115,2
STRASBURG,VA,26,19980727,48,1177,0
MIDDLETOWN SPRINGS,VT,50,19910209,50,757,1
CHICAGO,IL,34,20010706,15,219,2
FULTON,MS,38,20000411,27,425,2
RISING SUN,IN,26,20020419,16,1020,0
PERRYVILLE,MO,18,20070708,25,935,0
SPRINGFIELD,VA,9,20210908,48,1165,0
GLENDALE,OR,36,19910318,39,449,2
SCRANTON,PA,69,19730929,40,1117,1
REVERE,MA,61,19740407,20,1010,1
LOUISVILLE,KY,53,19830601,18,684,1
WAHIAWA,HI,62,19811202,12,1277,1
MIAMI,FL,16,20080831,10,746,0
PASADENA,TX,27,19990527,46,926,0
SUFFERN,NY,26,20010203,36,1180,0
LOS ANGELES,CA,14,20241213,5,682,0
ALBANY,NY,46,19980302,36,13,2
SANTA ANA,CA,18,20080725,5,1095,0
CHICAGO,IL,27,20010706,15,219,2
FULTON,MS,34,20000411,27,425,2
ROME,NY,51,19900607,36,1039,1
KANSAS CITY,MO,46,19931216,25,586,1
CABOT,PA,48,19850222,40,168,1
PERRYVILLE,MO,19,20070708,25,935,0
LAS VEGAS,NV,15,20241218,35,638,2
JONESTOWN,PA,37,20001212,40,573,1
FAIRFIELD,CA,37,19911227,5,377,2
COLUMBIA,MO,17,20250104,25,254,2
CLEVELAND,OH,31,20070709,37,239,2
COLUMBIA,SC,17,20241121,43,254,2
TAMPA,FL,16,20250101,10,1196,0
HOBBS,NM,15,20241216,34,527,2
STILWELL,OK,20,20201210,38,1173,0
BAKERSFIELD,CA,15,20241206,5,64,2
LOS ANGELES,CA,17,20241206,5,682,0
BARTOW,FL,16,20241231,10,71,2
COVINGTON,KY,15,20241018,18,274,2
NEW YORK,NY,14,20241012,36,835,0
MOBILE,AL,16,20240915,2,769,0
VAN NUYS,CA,15,20241109,5,1260,0
GUAYNABO,PR,40,19990909,41,484,1
AIKEN,SC,44,19890811,43,9,2
VIRGINIA BEACH,VA,12,20190408,48,1274,0
FORT WORTH,TX,17,20241228,46,410,2
CENTRALIA,IL,18,20241015,15,200,2
AKRON,OH,34,19910808,37,11,2
CHATTANOOGA,TN,51,19890315,45,215,1
SCRANTON,PA,50,19860826,40,1117,1
INDIANAPOLIS,IN,16,20241222,16,553,2
MUSCOY,CA,41,19920726,5,807,1
DOBBS FERRY,NY,16,20241219,36,313,2
ADA,MI,58,19810205,23,3,1
WILLINGBORO,NJ,40,19961216,33,1326,0
AKRON,OH,51,19910808,37,11,1
ATLANTIC CITY,NJ,40,19860914,33,55,2
CHILOQUIN,OR,31,19940709,39,220,2
WICHITA,KS,17,20241106,17,1322,0
DAYTON,OH,17,20240923,37,299,2
HOBBS,NM,16,20241216,34,527,2
TOLEDO,OH,34,19940525,37,1219,0
BULLHEAD CITY,AZ,47,19950313,4,161,1
GRAND JUNCTION,CO,16,20250102,6,465,2
INDIANAPOLIS,IN,18,20241223,16,553,2
CLANCY,MT,46,19830625,28,233,1
NEWPORT,OR,53,19860722,39,837,1
CAMPBELLSPORT,WI,47,19830514,52,176,1
AUBURN,CA,56,19840323,5,57,1
NAMPA,ID,46,19801105,14,810,1
LEXINGTON,KY,17,20231023,18,657,0
MERCED,CA,17,20241214,5,739,0
WICHITA,KS,16,20241230,17,1322,0
HAMPTON,VA,8,20170430,48,496,2
WATERTOWN,NY,43,19840517,36,1295,1
CHICAGO,IL,17,20241221,15,219,2
BOWLING GREEN,KY,17,20241216,18,132,2
TOLLAND,CT,59,19730726,7,1220,1
FELTON,DE,60,19790203,9,387,1
CALVIN,WV,22,20180112,53,172,2
ELLINGTON,CT,71,19710301,7,351,1
CHICAGO,IL,12,20241114,15,219,2
HILO,HI,11,20191220,12,524,2
MORGANFIELD,KY,35,20091112,18,790,0
LOS ANGELES,CA,15,20160629,5,682,0
LAS VEGAS,NV,17,20241016,35,638,2
MILWAUKEE,WI,17,20240614,52,762,2
SAINT IGNACE,MI,23,20020814,23,1060,0
BROOKLYN,NY,52,19850518,36,147,1
LOCUST GROVE,OK,38,20000409,38,674,1
ELLENVILLE,NY,55,19870116,36,350,1
CORPUS CHRISTI,TX,16,20241228,46,269,2
ASHLAND,ME,66,19770512,22,49,1
BROOKLYN,NY,71,19740504,36,147,1
BOONVILLE,MO,16,20241227,25,125,2
BISCARROSSE,,15,20211105,0,104,2
TUPPER LAKE,NY,31,20120311,36,1239,0
ATCHISON,KS,52,19770218,17,52,1
CHESTER,PA,15,20240730,40,218,2
RICHMOND,MO,54,19860915,25,1016,1
WEST CHESTERFIELD,NH,39,20010203,32,1306,0
EAGLE RIVER,AK,25,20020228,1,329,2
CHARLOTTE,NC,15,20241221,29,211,2
GREENSBORO,NC,17,20240427,29,474,2
REDDING,CA,16,20241207,5,1001,0
PENSACOLA,FL,17,20241207,10,932,0
RAYMOND,MS,20,20241206,27,999,0
SAN JUAN,PR,18,20241205,41,1082,0
AUBURNDALE,FL,17,20241127,10,58,2
ATHENS,GA,17,20241222,11,53,2
HOLIDAY,FL,59,19820407,10,528,1
THOMASTON,GA,16,20241101,11,1208,0
CHICAGO,IL,15,20241114,15,219,2
SACRAMENTO,CA,1,20241117,5,1052,0
PITTSBURGH,PA,22,20200719,40,950,0
OXNARD,CA,15,20241204,5,908,0
LINWOOD,KS,54,19880415,17,662,1
BELMONT,MA,22,20060608,20,88,2
EMBUDO,NM,58,19700110,34,355,1
HILO,HI,16,20241210,12,524,2
HANFORD,CA,13,20241205,5,497,2
SAN BERNARDINO,CA,17,20241115,5,1075,0
BURBANK,CA,35,19930417,5,162,2
DENVER,CO,15,20241120,6,307,2
CLEVELAND,OH,14,20241001,37,239,2
ERIE,PA,16,20241216,40,361,2
VASSAR,MI,17,20241103,23,1262,0
LOS ANGELES,CA,19,20060316,5,682,0
SPRINGFIELD,MA,18,20241219,20,1165,0
FORT CAMPBELL,KY,70,19750704,18,402,1
CANTON,MI,59,19810608,23,178,1
KINGSPORT,TN,17,20240914,45,601,2
CHAMA,NM,57,19840907,34,204,1
PLEASANTVILLE,NY,16,20240629,36,956,0
PLANTATION,FL,60,19820815,10,955,1
CLINTON,LA,26,20010515,19,242,2
NEW LISBON,NJ,67,19750407,33,830,1
CANOGA PARK,CA,24,20151220,5,177,2
HALIFAX,PA,52,19890805,40,491,1
NUEVO CASAS GRANDES,,6,20220627,0,869,0
NEW LISBON,NJ,62,19750407,33,830,1
TIJUANA,,8,20191221,0,1216,0
BRISTOW,IN,41,19971106,16,143,2
ISLAMABAD,,12,20220211,0,560,0
CENTREVILLE,MS,35,19920510,27,201,2
HOUSTON,TX,15,20240809,46,541,2
WORCESTER,MA,17,20240420,20,1349,0
PALMDALE,CA,17,20241126,5,916,0
KENBRIDGE,VA,42,19970218,48,590,1
WASHINGTON,DC,41,19831203,8,1291,0
ALMA,AR,36,19950609,3,21,2
LOS ANGELES,CA,20,20220105,5,682,0
SHELBY,NC,34,20000214,29,1127,0
SPRING LAKE,NC,41,19910623,29,1162,1
LOS ANGELES,CA,15,20241206,5,682,0
MEXICO CITY,,7,20200403,0,745,0
SAN PEDRO SULA,,10,20180227,0,1089,0
FORT MYERS,FL,18,20061201,10,406,2
SAN LORENZO,PR,31,20060708,41,1083,0
ALFRED,ME,57,19710602,22,16,1
COPAN,,4,20220325,0,265,2
ISLAMABAD,,10,20220211,0,560,0
STONE MOUNTAIN,GA,16,20241206,11,1175,0
ROSEBORO,NC,28,20001005,29,1040,0
