city,state,age,dateMissing,state_code,city_code,cluster
MINNEAPOLIS,MN,27,20140203,24,763,0
BAKERSFIELD,CA,40,19871228,5,64,2
QUINCY,CA,70,19671104,5,986,1
TORRANCE,CA,74,19610818,5,1224,1
LAS VEGAS,NV,35,20071231,35,638,1
CHICAGO,IL,49,19890629,15,219,1
FONTANA,CA,59,19820501,5,398,1
TOWANDA,KS,37,19990701,17,1225,0
TACOMA,WA,33,19950720,51,1190,0
ROHNERT PARK,CA,60,19780501,5,1037,1
SAN FRANCISCO,CA,48,19970102,5,1079,1
BISHOP,CA,34,20070913,5,105,2
GODWIN,NC,32,20090604,29,453,2
NAPA,CA,64,19780609,5,811,1
BRANDON,FL,32,19930428,10,136,2
LAREDO,TX,29,20101127,46,635,2
MATTAPAN,MA,45,19970520,20,723,1
DETROIT,MI,35,20070419,23,309,2
NAPLES,FL,38,20040203,10,812,0
VANCOUVER,WA,65,19740529,51,1261,1
GAINESVILLE,FL,56,19890209,10,427,1
WOODWARD,OK,28,20020623,38,1347,0
LA CROSSE,WI,34,20050729,52,612,2
ROANOKE,VA,62,19770207,48,1025,1
KINGSTON,NY,56,19860816,36,602,1
ROANOKE,VA,62,19770208,48,1025,1
MONTROSE,CA,71,19600712,5,783,1
TUCSON,AZ,34,20000831,4,1233,0
UNCASVILLE,CT,44,19960529,7,1247,0
LOWMAN,ID,40,20010817,14,687,1
OAKLAND,CA,13,20130710,5,876,0
CHARLESTON,SC,29,20110422,43,210,2
MALDEN,WA,18,20090326,51,704,2
WICHITA,KS,41,20000111,17,1322,0
MESA,AZ,64,19740411,4,741,1
JUNO BEACH,FL,27,20130505,10,579,0
OKLAHOMA CITY,OK,40,19960613,38,884,1
MAKAWAO,HI,44,19951018,12,702,1
SEWARD,AK,69,19730707,1,1123,1
LOS ANGELES,CA,50,19880804,5,682,1
COUPEVILLE,WA,47,19930925,51,272,1
SAN FRANCISCO,CA,51,19840210,5,1079,1
EATONTOWN,NJ,67,19720901,33,337,1
BATTLE CREEK,MI,19,20120723,23,75,2
YUMA,AZ,22,20041124,4,1364,0
WHITEFISH,MT,64,19750705,28,1318,1
WASILLA,AK,41,19990604,1,1292,0
SPRING VALLEY,CA,51,19900929,5,1163,1
MEQUON,WI,68,19730826,52,738,1
SAN JOSE,CA,59,19790730,5,1081,1
TAHOLAH,WA,58,19790830,51,1191,1
SAN DIEGO,CA,31,20081015,5,1077,0
SCOTIA,NY,38,20040627,36,1112,1
VENICE,CA,60,19690213,5,1266,1
HARLINGEN,TX,31,20070616,46,499,2
PHOENIX,AZ,42,19951110,4,942,0
HAMILTON TOWNSHIP,PA,91,19380508,40,494,1
SAN PEDRO,CA,81,19580301,5,1088,1
DALLAS,TX,34,20080829,46,292,2
LAS VEGAS,NV,51,19750801,35,638,1
CHINO,CA,44,19870709,5,221,1
FRANKFORT,IL,65,19770418,15,412,1
BOULDER CREEK,CA,43,19981215,5,130,2
DALLAS,TX,31,20100123,46,292,2
SAINT CLOUD,MN,42,19980812,24,1057,1
MORGAN HILL,CA,28,20120316,5,789,0
ORLANDO,FL,36,20040801,10,898,0
RUSSELL,KS,34,20080926,17,1050,0
LOS ANGELES,CA,51,19820315,5,682,1
JACKSONVILLE,FL,62,19790529,10,563,1
HIGH RIDGE,MO,58,19850302,25,521,1
WATERVILLE,ME,14,20111216,22,1296,0
SAN FRANCISCO,CA,53,19861102,5,1079,1
MEDFORD,WI,37,20001202,52,733,1
HALLANDALE BEACH,FL,16,20111203,10,492,2
HALLANDALE BEACH,FL,18,20111203,10,492,2
DETROIT,MI,15,20111202,23,309,2
POMPANO BEACH,FL,64,19691229,10,960,1
POMPANO BEACH,FL,63,19691229,10,960,1
ALLENDALE,SC,35,20061106,43,18,2
WESTAMPTON TOWNSHIP,NJ,63,19790309,33,1312,1
ISSAQUAH,WA,65,19680503,51,561,1
LAWNDALE,CA,20,20040801,5,644,0
OAKDALE,NY,70,19690711,36,874,1
WEST PALM BEACH,FL,48,19910701,10,1308,1
CONCORD,NH,55,19840713,32,258,1
DAYTON,OH,64,19730928,37,299,1
HOUSTON,TX,37,20040116,46,541,2
YABUCOA,PR,38,20001114,41,1354,0
ATLANTA,GA,32,19930309,11,54,2
ARLINGTON,TX,40,20011011,46,46,2
LAREDO,TX,29,20101127,46,635,2
HARTFORD,CT,31,20080730,7,500,2
TACOMA,WA,41,20000921,51,1190,1
EAST BERKSHIRE,VT,38,20040319,50,330,2
NAMPA,ID,31,20090822,14,810,0
SNOHOMISH,WA,34,20040726,51,1143,1
NEWARK,NJ,37,19891118,33,836,1
STERLING,IL,65,19690528,15,1172,1
ALBUQUERQUE,NM,68,19690617,34,14,1
SAVANNAH,TN,36,20060727,45,1108,1
SALT LAKE CITY,UT,75,19641012,47,1072,1
BERKELEY,CA,45,19950828,5,93,2
BOOTHWYN,PA,27,19990810,40,126,2
SYRACUSE,NY,19,20081201,36,1189,0
GRAHAMSVILLE,NY,71,19550525,36,463,1
BELCHERTOWN,MA,17,20090413,20,83,2
WEST PALM BEACH,FL,61,19810102,10,1308,1
DALLAS,TX,16,20090610,46,292,2
PESCADERO,CA,50,19920417,5,937,1
SANTA MARIA,CA,25,20090415,5,1103,0
BALTIMORE,MD,32,20090306,21,68,2
CHICAGO,IL,46,19950710,15,219,1
CANYON,TX,44,19980730,46,180,2
DETROIT,MI,18,20081002,23,309,2
OROVILLE,CA,68,19710317,5,900,1
ST. PETERSBURG,FL,51,19911205,10,1167,1
TUKWILA,WA,35,20071024,51,1234,0
NEAH BAY,WA,36,19950409,51,816,1
MACON,GA,37,19990815,11,699,0
HOUSTON,TX,22,20060407,46,541,2
SAN FRANCISCO,CA,35,20061214,5,1079,0
CUBERANT LAKE,UT,32,20040820,47,283,2
NEWPORT,OR,40,20011121,39,837,1
WINSTON-SALEM,NC,68,19700613,29,1337,1
LITCHFIELD,NY,44,19930818,36,665,1
BRADENTON,FL,53,19860527,10,134,1
