city,state,missing_kids,avg_age,avg_risk,num_hospitals,num_firestations,num_police,lat,lng,cluster
CUMMING                  ,GA,1,17.0,0.0,0.0,0.0,0.0,,,1
CYPRESS                  ,TX,1,5.0,0.0,0.0,0.0,0.0,,,1
DACULA                   ,GA,1,17.0,0.0,0.0,0.0,0.0,,,1
DAINGERFIELD             ,TX,2,50.5,0.0,0.0,0.0,0.0,,,0
DALE CITY                ,VA,1,62.0,0.0,0.0,0.0,0.0,,,0
DALLAS                   ,GA,1,17.0,0.0,0.0,0.0,0.0,,,1
DALLAS                   ,TX,15,26.266666666666666,0.0,0.0,0.0,0.0,,,1
DALY CITY                ,CA,1,30.0,0.0,0.0,0.0,0.0,,,1
DARBY                    ,PA,1,18.0,0.0,0.0,0.0,0.0,,,1
DAVAO CITY               ,  ,1,12.0,0.0,0.0,0.0,0.0,,,1
DAVENPORT                ,IA,1,59.0,0.0,0.0,0.0,0.0,,,0
DAVIE                    ,FL,1,15.0,0.0,0.0,0.0,0.0,,,1
DAVIS                    ,CA,1,16.0,0.0,0.0,0.0,0.0,,,1
DAYTON                   ,NV,1,16.0,0.0,0.0,0.0,0.0,,,1
DAYTON                   ,OH,12,21.416666666666668,0.0,0.0,0.0,0.0,,,1
DAYTON                   ,TN,1,17.0,0.0,0.0,0.0,0.0,,,1
DEARBORN HEIGHTS         ,MI,1,16.0,0.0,0.0,0.0,0.0,,,1
DECATUR                  ,GA,2,16.5,0.0,0.0,0.0,0.0,,,1
DECATUR                  ,IL,1,44.0,0.0,0.0,0.0,0.0,,,0
DECATUR                  ,MS,1,19.0,0.0,0.0,0.0,0.0,,,1
DECATUR                  ,TN,1,18.0,0.0,0.0,0.0,0.0,,,1
DEER RIVER               ,MN,1,52.0,0.0,0.0,0.0,0.0,,,0
DEL HAVEN                ,NJ,1,44.0,0.0,0.0,0.0,0.0,,,0
DEL VALLE                ,TX,2,24.0,0.0,0.0,0.0,0.0,,,1
DELAND                   ,FL,1,63.0,0.0,0.0,0.0,0.0,,,0
DELTONA                  ,FL,1,16.0,0.0,0.0,0.0,0.0,,,1
DENVER                   ,CO,16,22.6875,0.0,0.0,0.0,0.0,,,1
DES MOINES               ,IA,4,46.75,0.0,0.0,0.0,0.0,,,0
DETROIT                  ,MI,9,21.0,0.0,0.0,0.0,0.0,,,1
DICKSON                  ,TN,1,55.0,0.0,0.0,0.0,0.0,,,0
DILLON                   ,SC,1,42.0,0.0,0.0,0.0,0.0,,,0
DIX HILLS                ,NY,1,16.0,0.0,0.0,0.0,0.0,,,1
DOBBS FERRY              ,NY,2,38.5,0.0,0.0,0.0,0.0,,,0
DONALSONVILLE            ,GA,1,39.0,0.0,0.0,0.0,0.0,,,0
DOVER                    ,PA,1,16.0,0.0,0.0,0.0,0.0,,,1
DOWNERS GROVE            ,IL,1,61.0,0.0,0.0,0.0,0.0,,,0
DOWNEY                   ,CA,1,33.0,0.0,0.0,0.0,0.0,,,1
DRIFTWOOD                ,TX,1,15.0,0.0,0.0,0.0,0.0,,,1
DUARTE                   ,CA,1,10.0,0.0,0.0,0.0,0.0,,,1
DUBLIN                   ,CA,1,50.0,0.0,0.0,0.0,0.0,,,0
DUBOIS                   ,PA,1,53.0,0.0,0.0,0.0,0.0,,,0
DUFFIELD                 ,VA,1,17.0,0.0,0.0,0.0,0.0,,,1
DULUTH                   ,GA,1,35.0,0.0,0.0,0.0,0.0,,,1
DUMFRIES                 ,VA,1,16.0,0.0,0.0,0.0,0.0,,,1
DURANT                   ,OK,1,47.0,0.0,0.0,0.0,0.0,,,0
DURHAM                   ,NC,3,15.666666666666666,0.0,0.0,0.0,0.0,,,1
DUSON                    ,LA,1,27.0,0.0,0.0,0.0,0.0,,,1
EAGLE BUTTE              ,SD,1,52.0,0.0,0.0,0.0,0.0,,,0
EAGLE RIVER              ,AK,1,25.0,0.0,0.0,0.0,0.0,,,1
EAST BERKSHIRE           ,VT,1,38.0,0.0,0.0,0.0,0.0,,,0
EAST BRUNSWICK           ,NJ,1,42.0,0.0,0.0,0.0,0.0,,,0
EAST HAVEN               ,CT,1,66.0,0.0,0.0,0.0,0.0,,,0
EAST LIVERPOOL           ,OH,1,63.0,0.0,0.0,0.0,0.0,,,0
EAST MEADOW              ,NY,1,72.0,0.0,0.0,0.0,0.0,,,0
EAST POINT               ,GA,1,41.0,0.0,0.0,0.0,0.0,,,0
EASTON                   ,PA,1,14.0,0.0,0.0,0.0,0.0,,,1
EATONTOWN                ,NJ,1,67.0,0.0,0.0,0.0,0.0,,,0
EDISON                   ,NJ,1,15.0,0.0,0.0,0.0,0.0,,,1
EDMOND                   ,OK,1,16.0,0.0,0.0,0.0,0.0,,,1
EDMONDS                  ,WA,2,20.5,0.0,0.0,0.0,0.0,,,1
EL CAJON                 ,CA,2,23.0,0.0,0.0,0.0,0.0,,,1
EL CIRUELO               ,  ,1,30.0,0.0,0.0,0.0,0.0,,,1
EL DORADO                ,AR,1,53.0,0.0,0.0,0.0,0.0,,,0
EL MONTE                 ,CA,4,26.0,0.0,0.0,0.0,0.0,,,1
EL PASO                  ,TX,9,31.333333333333332,0.0,0.0,0.0,0.0,,,1
ELDON                    ,MO,1,56.0,0.0,0.0,0.0,0.0,,,0
ELGIN                    ,TX,1,16.0,0.0,0.0,0.0,0.0,,,1
ELK GROVE                ,CA,1,14.0,0.0,0.0,0.0,0.0,,,1
ELKHART                  ,IN,1,17.0,0.0,0.0,0.0,0.0,,,1
ELLENVILLE               ,NY,1,55.0,0.0,0.0,0.0,0.0,,,0
ELLINGTON                ,CT,1,71.0,0.0,0.0,0.0,0.0,,,0
ELOY                     ,AZ,1,26.0,0.0,0.0,0.0,0.0,,,1
ELY                      ,NV,1,35.0,0.0,0.0,0.0,0.0,,,1
ELYRIA                   ,OH,2,52.5,0.0,0.0,0.0,0.0,,,0
EMBUDO                   ,NM,1,58.0,0.0,0.0,0.0,0.0,,,0
EMERALD ISLE             ,NC,1,2.0,0.0,0.0,0.0,0.0,,,1
ENCINITAS                ,CA,1,3.0,0.0,0.0,0.0,0.0,,,1
ENID                     ,OK,2,16.5,0.0,0.0,0.0,0.0,,,1
ENOREE                   ,SC,1,17.0,0.0,0.0,0.0,0.0,,,1
ERATH                    ,LA,1,17.0,0.0,0.0,0.0,0.0,,,1
ERIE                     ,PA,9,23.666666666666668,0.0,0.0,0.0,0.0,,,1
ESPARTO                  ,CA,1,25.0,0.0,0.0,0.0,0.0,,,1
EUGENE                   ,OR,1,32.0,0.0,0.0,0.0,0.0,,,1
EUNICE                   ,LA,1,17.0,0.0,0.0,0.0,0.0,,,1
EUNOLA                   ,AL,1,33.0,0.0,0.0,0.0,0.0,,,1
EUREKA                   ,CA,1,44.0,0.0,0.0,0.0,0.0,,,0
EUSTIS                   ,FL,1,17.0,0.0,0.0,0.0,0.0,,,1
EVERETT                  ,WA,1,33.0,0.0,0.0,0.0,0.0,,,1
EVERGREEN PARK           ,IL,1,14.0,0.0,0.0,0.0,0.0,,,1
EVERMAN                  ,TX,1,8.0,0.0,0.0,0.0,0.0,,,1
EWA BEACH                ,HI,1,14.0,0.0,0.0,0.0,0.0,,,1
EXETER                   ,NH,1,49.0,0.0,0.0,0.0,0.0,,,0
FAIR OAKS                ,CA,1,17.0,0.0,0.0,0.0,0.0,,,1
FAIRBANKS                ,AK,1,17.0,0.0,0.0,0.0,0.0,,,1
FAIRBURN                 ,GA,1,21.0,0.0,0.0,0.0,0.0,,,1
FAIRFAX                  ,OH,2,70.0,0.0,0.0,0.0,0.0,,,0
FAIRFAX                  ,VA,2,24.5,0.0,0.0,0.0,0.0,,,1
FAIRFIELD                ,AL,1,25.0,0.0,0.0,0.0,0.0,,,1
FAIRFIELD                ,CA,5,26.2,0.0,0.0,0.0,0.0,,,1
FAIRFIELD                ,CT,1,16.0,0.0,0.0,0.0,0.0,,,1
FAIRHOPE                 ,AL,1,19.0,0.0,0.0,0.0,0.0,,,1
FAIRMONT                 ,NC,1,28.0,0.0,0.0,0.0,0.0,,,1
FAIRVIEW PARK            ,OH,1,64.0,0.0,0.0,0.0,0.0,,,0
FALFURRIAS               ,TX,1,24.0,0.0,0.0,0.0,0.0,,,1
FALL RIVER               ,MA,1,15.0,0.0,0.0,0.0,0.0,,,1
FARMVILLE                ,VA,1,43.0,0.0,0.0,0.0,0.0,,,0
FAULKNER                 ,MD,1,16.0,0.0,0.0,0.0,0.0,,,1
FAYETTEVILLE             ,GA,1,17.0,0.0,0.0,0.0,0.0,,,1
FAYETTEVILLE             ,NC,8,32.625,0.0,0.0,0.0,0.0,,,1
FEDERAL WAY              ,WA,3,37.0,0.0,0.0,0.0,0.0,,,0
FELTON                   ,DE,1,60.0,0.0,0.0,0.0,0.0,,,0
FERGUSON                 ,MO,1,29.0,0.0,0.0,0.0,0.0,,,1
FERN CREEK               ,KY,1,34.0,0.0,0.0,0.0,0.0,,,1
FINDLAY                  ,OH,2,17.0,0.0,0.0,0.0,0.0,,,1
FITCHBURG                ,MA,3,23.333333333333332,0.0,0.0,0.0,0.0,,,1
FLINT                    ,MI,2,57.0,0.0,0.0,0.0,0.0,,,0
FLORALA                  ,AL,1,16.0,0.0,0.0,0.0,0.0,,,1
FLORENCE                 ,AZ,1,17.0,0.0,0.0,0.0,0.0,,,1
FLORENCE                 ,SC,2,16.5,0.0,0.0,0.0,0.0,,,1
FLORISSANT               ,MO,1,16.0,0.0,0.0,0.0,0.0,,,1
FLUSHING                 ,NY,2,16.5,0.0,0.0,0.0,0.0,,,1
FOLEY                    ,AL,1,17.0,0.0,0.0,0.0,0.0,,,1
FOLEY                    ,MO,1,33.0,0.0,0.0,0.0,0.0,,,1
FONTANA                  ,CA,5,31.4,0.0,0.0,0.0,0.0,,,1
FOREST PARK              ,GA,1,18.0,0.0,0.0,0.0,0.0,,,1
FORKS                    ,WA,1,58.0,0.0,0.0,0.0,0.0,,,0
FORNEY                   ,TX,1,16.0,0.0,0.0,0.0,0.0,,,1
FORT CAMPBELL            ,KY,1,70.0,0.0,0.0,0.0,0.0,,,0
FORT COLLINS             ,CO,1,16.0,0.0,0.0,0.0,0.0,,,1
FORT LAUDERDALE          ,FL,13,28.76923076923077,0.0,0.0,0.0,0.0,,,1
FORT MCCOY               ,FL,1,42.0,0.0,0.0,0.0,0.0,,,0
FORT MYERS               ,FL,7,25.285714285714285,0.0,0.0,0.0,0.0,,,1
FORT PIERCE              ,FL,1,19.0,0.0,0.0,0.0,0.0,,,1
FORT SMITH               ,AR,1,63.0,0.0,0.0,0.0,0.0,,,0
FORT WALTON BEACH        ,FL,1,48.0,0.0,0.0,0.0,0.0,,,0
FORT WORTH               ,TX,11,28.90909090909091,0.0,0.0,0.0,0.0,,,1
FRAMINGHAM               ,MA,3,21.0,0.0,0.0,0.0,0.0,,,1
FRANKFORT                ,IL,1,65.0,0.0,0.0,0.0,0.0,,,0
FREDERICA                ,DE,1,17.0,0.0,0.0,0.0,0.0,,,1
FREDERICK                ,MD,2,49.5,0.0,0.0,0.0,0.0,,,0
FREDERICKSBURG           ,VA,1,20.0,0.0,0.0,0.0,0.0,,,1
FREDERICKTOWN            ,MO,1,49.0,0.0,0.0,0.0,0.0,,,0
FREDERICKTOWN            ,OH,1,16.0,0.0,0.0,0.0,0.0,,,1
FREEPORT                 ,TX,1,67.0,0.0,0.0,0.0,0.0,,,0
FREMONT                  ,CA,1,56.0,0.0,0.0,0.0,0.0,,,0
FREMONT                  ,NE,1,17.0,0.0,0.0,0.0,0.0,,,1
FRENCH CAMP              ,CA,1,18.0,0.0,0.0,0.0,0.0,,,1
FRESNO                   ,CA,12,17.75,0.0,0.0,0.0,0.0,,,1
FRONT ROYAL              ,VA,1,18.0,0.0,0.0,0.0,0.0,,,1
FRUITLAND                ,ID,1,8.0,0.0,0.0,0.0,0.0,,,1
FULLERTON                ,CA,6,25.166666666666668,0.0,0.0,0.0,0.0,,,1
FULSHEAR                 ,TX,1,11.0,0.0,0.0,0.0,0.0,,,1
FULTON                   ,MS,3,36.333333333333336,0.0,0.0,0.0,0.0,,,1
GADSDEN                  ,AL,1,16.0,0.0,0.0,0.0,0.0,,,1
GAINESVILLE              ,FL,2,51.5,0.0,0.0,0.0,0.0,,,0
GAITHERSBURG             ,MD,2,13.0,0.0,0.0,0.0,0.0,,,1
GALESBURG                ,IL,1,18.0,0.0,0.0,0.0,0.0,,,1
GALLIPOLIS FERRY         ,WV,1,15.0,0.0,0.0,0.0,0.0,,,1
GALLUP                   ,NM,1,48.0,0.0,0.0,0.0,0.0,,,0
GALVESTON                ,TX,1,19.0,0.0,0.0,0.0,0.0,,,1
GARDEN CITY              ,KS,1,45.0,0.0,0.0,0.0,0.0,,,0
GARDEN GROVE             ,CA,1,17.0,0.0,0.0,0.0,0.0,,,1
GARDENA                  ,CA,1,60.0,0.0,0.0,0.0,0.0,,,0
GARNETT                  ,SC,1,23.0,0.0,0.0,0.0,0.0,,,1
GARY                     ,IN,6,12.0,0.0,0.0,0.0,0.0,,,1
GATLINBURG               ,TN,1,18.0,0.0,0.0,0.0,0.0,,,1
GAUTIER                  ,MS,1,51.0,0.0,0.0,0.0,0.0,,,0
GEORGETOWN               ,SC,1,17.0,0.0,0.0,0.0,0.0,,,1
GERMANTOWN               ,KY,1,44.0,0.0,0.0,0.0,0.0,,,0
GHENT                    ,  ,1,41.0,0.0,0.0,0.0,0.0,,,0
GIBSONTON                ,FL,2,20.0,0.0,0.0,0.0,0.0,,,1
GILBERT                  ,AZ,1,17.0,0.0,0.0,0.0,0.0,,,1
GILLETTE                 ,WY,2,44.0,0.0,0.0,0.0,0.0,,,0
GILMER                   ,TX,2,58.0,0.0,0.0,0.0,0.0,,,0
GLASSELL                 ,CA,1,29.0,0.0,0.0,0.0,0.0,,,1
GLEN BURNIE              ,MD,1,18.0,0.0,0.0,0.0,0.0,,,1
GLENDALE                 ,AZ,6,16.833333333333332,0.0,0.0,0.0,0.0,,,1
GLENDALE                 ,OR,1,36.0,0.0,0.0,0.0,0.0,,,0
GLENDORA                 ,CA,1,43.0,0.0,0.0,0.0,0.0,,,0
GLENS FALLS              ,NY,1,66.0,0.0,0.0,0.0,0.0,,,0
GLOUCESTER               ,NJ,1,36.0,0.0,0.0,0.0,0.0,,,0
GODWIN                   ,NC,1,32.0,0.0,0.0,0.0,0.0,,,1
GOLDEN                   ,CO,1,13.0,0.0,0.0,0.0,0.0,,,1
GOLDSBORO                ,NC,1,16.0,0.0,0.0,0.0,0.0,,,1
GOLETA                   ,CA,2,39.5,0.0,0.0,0.0,0.0,,,0
GOLETA BEACH             ,CA,1,20.0,0.0,0.0,0.0,0.0,,,1
GOLIAD                   ,TX,2,68.5,0.0,0.0,0.0,0.0,,,0
GOODLETTSVILLE           ,TN,1,32.0,0.0,0.0,0.0,0.0,,,1
GOOSE CREEK              ,SC,1,42.0,0.0,0.0,0.0,0.0,,,0
GOSHEN                   ,IN,1,18.0,0.0,0.0,0.0,0.0,,,1
GRAFTON                  ,MA,1,16.0,0.0,0.0,0.0,0.0,,,1
GRAHAMSVILLE             ,NY,1,71.0,0.0,0.0,0.0,0.0,,,0
GRAND CANYON             ,AZ,2,43.0,0.0,0.0,0.0,0.0,,,0
GRAND JUNCTION           ,CO,2,23.0,0.0,0.0,0.0,0.0,,,1
GRAND PRAIRIE            ,TX,2,54.0,0.0,0.0,0.0,0.0,,,0
GRAND RAPIDS             ,MI,2,18.0,0.0,0.0,0.0,0.0,,,1
GRANGEVILLE              ,ID,1,45.0,0.0,0.0,0.0,0.0,,,0
GRANTS PASS              ,OR,1,63.0,0.0,0.0,0.0,0.0,,,0
GREAT FALLS              ,MT,2,27.5,0.0,0.0,0.0,0.0,,,1
GREAT SMOKY MOUNTAINS    ,NC,1,64.0,0.0,0.0,0.0,0.0,,,0
GREAT SMOKY MOUNTAINS    ,TN,1,62.0,0.0,0.0,0.0,0.0,,,0
GREENACRES               ,FL,1,48.0,0.0,0.0,0.0,0.0,,,0
GREENEVILLE              ,TN,3,16.0,0.0,0.0,0.0,0.0,,,1
GREENSBORO               ,GA,1,19.0,0.0,0.0,0.0,0.0,,,1
GREENSBORO               ,NC,7,30.428571428571427,0.0,0.0,0.0,0.0,,,1
GREENSBURG               ,PA,1,63.0,0.0,0.0,0.0,0.0,,,0
GREENVILLE               ,AL,1,53.0,0.0,0.0,0.0,0.0,,,0
GREENVILLE               ,SC,1,16.0,0.0,0.0,0.0,0.0,,,1
GREENVILLE               ,TX,1,38.0,0.0,0.0,0.0,0.0,,,0
GREENWICH                ,NY,1,29.0,0.0,0.0,0.0,0.0,,,1
GREENWOOD                ,IN,1,6.0,0.0,0.0,0.0,0.0,,,1
GREENWOOD                ,MS,1,20.0,0.0,0.0,0.0,0.0,,,1
GRETNA                   ,NE,1,12.0,0.0,0.0,0.0,0.0,,,1
GRIFFITH                 ,IN,1,16.0,0.0,0.0,0.0,0.0,,,1
GROVE CITY               ,OH,3,15.666666666666666,0.0,0.0,0.0,0.0,,,1
GROVE CITY               ,PA,1,69.0,0.0,0.0,0.0,0.0,,,0
GROVEPORT                ,OH,1,15.0,0.0,0.0,0.0,0.0,,,1
GUAYANILLA               ,PR,2,34.0,0.0,0.0,0.0,0.0,,,1
GUAYNABO                 ,PR,1,40.0,0.0,0.0,0.0,0.0,,,0
GULFPORT                 ,MS,1,17.0,0.0,0.0,0.0,0.0,,,1
GUYTON                   ,GA,4,8.75,0.0,0.0,0.0,0.0,,,1
GWINNETT                 ,GA,1,33.0,0.0,0.0,0.0,0.0,,,1
HACKETTSTOWN             ,NJ,1,17.0,0.0,0.0,0.0,0.0,,,1
HALEIWA                  ,HI,1,17.0,0.0,0.0,0.0,0.0,,,1
HALF MOON BAY            ,CA,1,57.0,0.0,0.0,0.0,0.0,,,0
HALIFAX                  ,PA,1,52.0,0.0,0.0,0.0,0.0,,,0
HALLANDALE BEACH         ,FL,2,17.0,0.0,0.0,0.0,0.0,,,1
HALLSVILLE               ,TX,1,48.0,0.0,0.0,0.0,0.0,,,0
HAMILTON TOWNSHIP        ,NJ,1,61.0,0.0,0.0,0.0,0.0,,,0
HAMILTON TOWNSHIP        ,PA,1,91.0,0.0,0.0,0.0,0.0,,,0
HAMMOND                  ,IN,2,39.5,0.0,0.0,0.0,0.0,,,0
HAMPTON                  ,GA,1,16.0,0.0,0.0,0.0,0.0,,,1
HAMPTON                  ,VA,2,12.5,0.0,0.0,0.0,0.0,,,1
HANFORD                  ,CA,2,17.5,0.0,0.0,0.0,0.0,,,1
HANSON                   ,MA,1,17.0,0.0,0.0,0.0,0.0,,,1
HARLINGEN                ,TX,2,23.0,0.0,0.0,0.0,0.0,,,1
HARTFORD                 ,CT,5,38.0,0.0,0.0,0.0,0.0,,,1
HARVEY                   ,IL,1,26.0,0.0,0.0,0.0,0.0,,,1
HAUPPAUGE                ,NY,1,60.0,0.0,0.0,0.0,0.0,,,0
HAYWARD                  ,CA,2,31.5,0.0,0.0,0.0,0.0,,,1
HAZARD                   ,KY,2,20.5,0.0,0.0,0.0,0.0,,,1
HAZEL PARK               ,MI,1,46.0,0.0,0.0,0.0,0.0,,,0
HAZLETON                 ,PA,1,15.0,0.0,0.0,0.0,0.0,,,1
HEATH                    ,OH,2,17.5,0.0,0.0,0.0,0.0,,,1
HEFLIN                   ,AL,1,28.0,0.0,0.0,0.0,0.0,,,1
HEMET                    ,CA,2,17.5,0.0,0.0,0.0,0.0,,,1
HEMPSTEAD                ,NY,1,16.0,0.0,0.0,0.0,0.0,,,1
HENDERSON                ,NV,1,16.0,0.0,0.0,0.0,0.0,,,1
HENDERSON                ,TX,1,39.0,0.0,0.0,0.0,0.0,,,0
HENDERSONVILLE           ,TN,1,16.0,0.0,0.0,0.0,0.0,,,1
HENRICO                  ,VA,1,32.0,0.0,0.0,0.0,0.0,,,1
HEPHZIBAH                ,GA,1,13.0,0.0,0.0,0.0,0.0,,,1
HERMITAGE                ,TN,1,17.0,0.0,0.0,0.0,0.0,,,1
HERNANDO                 ,MS,1,64.0,0.0,0.0,0.0,0.0,,,0
HESPERIA                 ,CA,2,16.0,0.0,0.0,0.0,0.0,,,1
HIALEAH                  ,FL,2,31.5,0.0,0.0,0.0,0.0,,,1
HIALEAH GARDENS          ,FL,1,17.0,0.0,0.0,0.0,0.0,,,1
HIDDENITE                ,NC,1,53.0,0.0,0.0,0.0,0.0,,,0
HIGH RIDGE               ,MO,1,58.0,0.0,0.0,0.0,0.0,,,0
HILLIARD                 ,OH,1,41.0,0.0,0.0,0.0,0.0,,,0
HILLSBORO                ,OR,1,14.0,0.0,0.0,0.0,0.0,,,1
HILO                     ,HI,2,13.5,0.0,0.0,0.0,0.0,,,1
HILTON HEAD              ,SC,1,54.0,0.0,0.0,0.0,0.0,,,0
HIRAM                    ,GA,2,15.0,0.0,0.0,0.0,0.0,,,1
HOBBS                    ,NM,3,16.0,0.0,0.0,0.0,0.0,,,1
HOLIDAY                  ,FL,1,59.0,0.0,0.0,0.0,0.0,,,0
HOLLANDALE               ,MS,1,17.0,0.0,0.0,0.0,0.0,,,1
HOLLISTER                ,MO,1,35.0,0.0,0.0,0.0,0.0,,,1
HOLLYWOOD                ,CA,1,33.0,0.0,0.0,0.0,0.0,,,1
HOLLYWOOD                ,FL,3,19.333333333333332,0.0,0.0,0.0,0.0,,,1
HOLTVILLE                ,CA,1,51.0,0.0,0.0,0.0,0.0,,,0
HOLYOKE                  ,MA,1,17.0,0.0,0.0,0.0,0.0,,,1
HOMEDALE                 ,ID,1,16.0,0.0,0.0,0.0,0.0,,,1
HOMESTEAD                ,FL,2,34.5,0.0,0.0,0.0,0.0,,,1
HOMEWOOD                 ,IL,1,66.0,0.0,0.0,0.0,0.0,,,0
HONEYDEW                 ,CA,2,49.5,0.0,0.0,0.0,0.0,,,0
HONOLULU                 ,HI,8,24.875,0.0,0.0,0.0,0.0,,,1
HOPEWELL                 ,VA,1,17.0,0.0,0.0,0.0,0.0,,,1
HOT SPRINGS              ,AR,1,55.0,0.0,0.0,0.0,0.0,,,0
HOUSTON                  ,TX,32,21.96875,0.0,0.0,0.0,0.0,,,2
HUEYTOWN                 ,AL,1,54.0,0.0,0.0,0.0,0.0,,,0
HUMACAO                  ,PR,2,17.5,0.0,0.0,0.0,0.0,,,1
HUNTINGTON PARK          ,CA,1,33.0,0.0,0.0,0.0,0.0,,,1
HUNTSVILLE               ,AL,1,16.0,0.0,0.0,0.0,0.0,,,1
HURRICANE                ,WV,1,17.0,0.0,0.0,0.0,0.0,,,1
HYATTSVILLE              ,MD,1,15.0,0.0,0.0,0.0,0.0,,,1
I AKGAK                  ,MP,2,23.5,0.0,0.0,0.0,0.0,,,1
IDAHO SPRINGS            ,CO,1,55.0,0.0,0.0,0.0,0.0,,,0
IMMOKALEE                ,FL,1,22.0,0.0,0.0,0.0,0.0,,,1
INDEPENDENCE             ,KY,1,62.0,0.0,0.0,0.0,0.0,,,0
INDEPENDENCE             ,MO,4,39.0,0.0,0.0,0.0,0.0,,,0
INDIAN ORCHARD           ,MA,1,14.0,0.0,0.0,0.0,0.0,,,1
INDIANAPOLIS             ,IN,14,19.214285714285715,0.0,0.0,0.0,0.0,,,1
INGLEWOOD                ,CA,2,28.0,0.0,0.0,0.0,0.0,,,1
INKSTER                  ,MI,2,46.0,0.0,0.0,0.0,0.0,,,0
INVER GROVE HEIGHTS      ,MN,1,38.0,0.0,0.0,0.0,0.0,,,0
IRVINE                   ,CA,1,18.0,0.0,0.0,0.0,0.0,,,1
IRVING                   ,TX,2,12.5,0.0,0.0,0.0,0.0,,,1
IRVINGTON                ,NJ,1,25.0,0.0,0.0,0.0,0.0,,,1
ISLAMABAD                ,  ,2,11.0,0.0,0.0,0.0,0.0,,,1
ISSAQUAH                 ,WA,1,65.0,0.0,0.0,0.0,0.0,,,0
JACKSON                  ,GA,1,17.0,0.0,0.0,0.0,0.0,,,1
JACKSON                  ,MI,3,39.666666666666664,0.0,0.0,0.0,0.0,,,0
JACKSON                  ,MS,2,31.5,0.0,0.0,0.0,0.0,,,1
JACKSON                  ,TN,3,23.0,0.0,0.0,0.0,0.0,,,1
JACKSONVILLE             ,FL,16,29.9375,0.0,0.0,0.0,0.0,,,1
JACKSONVILLE             ,NC,1,17.0,0.0,0.0,0.0,0.0,,,1
JACKSONVILLE BEACH       ,FL,1,59.0,0.0,0.0,0.0,0.0,,,0
JAY                      ,ME,1,56.0,0.0,0.0,0.0,0.0,,,0
JEFFERSON                ,LA,1,46.0,0.0,0.0,0.0,0.0,,,0
JEFFERSON CITY           ,TN,1,54.0,0.0,0.0,0.0,0.0,,,0
JERICHO                  ,VT,1,52.0,0.0,0.0,0.0,0.0,,,0
JOBOS                    ,PR,1,17.0,0.0,0.0,0.0,0.0,,,1
JOLIET                   ,IL,3,27.0,0.0,0.0,0.0,0.0,,,1
JONESBORO                ,AR,1,17.0,0.0,0.0,0.0,0.0,,,1
JONESBORO                ,GA,3,17.0,0.0,0.0,0.0,0.0,,,1
JONESBOROUGH             ,TN,1,16.0,0.0,0.0,0.0,0.0,,,1
JONESTOWN                ,PA,1,37.0,0.0,0.0,0.0,0.0,,,0
JONESVILLE               ,LA,1,43.0,0.0,0.0,0.0,0.0,,,0
JOPLIN                   ,MO,1,15.0,0.0,0.0,0.0,0.0,,,1
JOSEPH CITY              ,AZ,1,18.0,0.0,0.0,0.0,0.0,,,1
JUANA DIAZ               ,PR,1,41.0,0.0,0.0,0.0,0.0,,,0
JUNCTION CITY            ,KS,1,59.0,0.0,0.0,0.0,0.0,,,0
JUNO BEACH               ,FL,1,27.0,0.0,0.0,0.0,0.0,,,1
JUPITER INLET            ,FL,1,24.0,0.0,0.0,0.0,0.0,,,1
KAILUA                   ,HI,1,40.0,0.0,0.0,0.0,0.0,,,0
KAILUA-KONA              ,HI,1,8.0,0.0,0.0,0.0,0.0,,,1
KANKAKEE                 ,IL,1,39.0,0.0,0.0,0.0,0.0,,,0
KANNAPOLIS               ,NC,1,17.0,0.0,0.0,0.0,0.0,,,1
KANSAS                   ,OK,2,15.5,0.0,0.0,0.0,0.0,,,1
KANSAS CITY              ,KS,3,18.0,0.0,0.0,0.0,0.0,,,1
KANSAS CITY              ,MO,12,26.916666666666668,0.0,0.0,0.0,0.0,,,1
KAPOLEI                  ,HI,1,13.0,0.0,0.0,0.0,0.0,,,1
KATONAH                  ,NY,2,52.5,0.0,0.0,0.0,0.0,,,0
KATY                     ,TX,1,17.0,0.0,0.0,0.0,0.0,,,1
KENBRIDGE                ,VA,1,42.0,0.0,0.0,0.0,0.0,,,0
KENNEBUNK                ,ME,1,71.0,0.0,0.0,0.0,0.0,,,0
KENNER                   ,LA,2,17.0,0.0,0.0,0.0,0.0,,,1
KENNEWICK                ,WA,1,27.0,0.0,0.0,0.0,0.0,,,1
KENOSHA                  ,WI,1,16.0,0.0,0.0,0.0,0.0,,,1
KENT                     ,WA,1,21.0,0.0,0.0,0.0,0.0,,,1
KEY BISCAYNE             ,FL,1,5.0,0.0,0.0,0.0,0.0,,,1
KEY LARGO                ,FL,1,13.0,0.0,0.0,0.0,0.0,,,1
KIEFER                   ,OK,1,16.0,0.0,0.0,0.0,0.0,,,1
KILLEEN                  ,TX,3,44.0,0.0,0.0,0.0,0.0,,,0
KINGMAN                  ,AZ,1,15.0,0.0,0.0,0.0,0.0,,,1
KINGSPORT                ,TN,1,17.0,0.0,0.0,0.0,0.0,,,1
KINGSTON                 ,  ,2,5.0,0.0,0.0,0.0,0.0,,,1
KINGSTON                 ,NY,2,38.0,0.0,0.0,0.0,0.0,,,0
KINGSTREE                ,SC,1,15.0,0.0,0.0,0.0,0.0,,,1
KIRBY                    ,WV,1,35.0,0.0,0.0,0.0,0.0,,,1
